,time,title,company,location,job-link,company-link
71,2 weeks ago,Project Coordinator,NielsenIQ,"Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/project-coordinator-at-nielseniq-3806814688?position=2&pageNum=5&refId=oS1f9qTN4XMtVC0yRLVVCA%3D%3D&trackingId=Hl4Rs6ZWbXHxJwIEnsROrg%3D%3D&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/nielseniq?trk=public_jobs_jserp-result_job-search-card-subtitle
72,2 months ago,Art Director,Arabian Systems,"New Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/art-director-at-arabian-systems-3810710391?position=3&pageNum=5&refId=oS1f9qTN4XMtVC0yRLVVCA%3D%3D&trackingId=jz5QfRGPlBZqLNXP3MbmBQ%3D%3D&trk=public_jobs_jserp-result_search-card,https://eg.linkedin.com/company/arabian-systems?trk=public_jobs_jserp-result_job-search-card-subtitle
73,2 weeks ago,Director of People & Culture,Four Seasons Hotels and Resorts,"Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/director-of-people-culture-at-four-seasons-hotels-and-resorts-3865278276?position=4&pageNum=5&refId=oS1f9qTN4XMtVC0yRLVVCA%3D%3D&trackingId=bkrPQaQ%2BUcKx3Ma3XHpwkQ%3D%3D&trk=public_jobs_jserp-result_search-card,https://ca.linkedin.com/company/four-seasons-hotels-and-resorts?trk=public_jobs_jserp-result_job-search-card-subtitle
74,4 months ago,Customer Support Freelance,ArpuPlus - ARPU Telecommunications Services,"Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/customer-support-freelance-at-arpuplus-arpu-telecommunications-services-3763755403?position=5&pageNum=5&refId=oS1f9qTN4XMtVC0yRLVVCA%3D%3D&trackingId=IsrTjXUGjyCZqWLITetZ0A%3D%3D&trk=public_jobs_jserp-result_search-card,https://eg.linkedin.com/company/arpuplusofficial?trk=public_jobs_jserp-result_job-search-card-subtitle
75,5 days ago,MEP Engineer (Technical Office Engineer),High Art - (El Handaseya For Architecture & Decoration),"Qesm El Nozha, Cairo, Egypt",https://eg.linkedin.com/jobs/view/mep-engineer-technical-office-engineer-at-high-art-el-handaseya-for-architecture-decoration-3880253800?position=6&pageNum=5&refId=oS1f9qTN4XMtVC0yRLVVCA%3D%3D&trackingId=N4yrnmtCKSQXziMb28c8Yg%3D%3D&trk=public_jobs_jserp-result_search-card,https://eg.linkedin.com/company/high-art-el-handaseya-for-architecture-decoration?trk=public_jobs_jserp-result_job-search-card-subtitle
76,1 week ago,Structure Engineer,High Art - (El Handaseya For Architecture & Decoration),"Qesm El Nozha, Cairo, Egypt",https://eg.linkedin.com/jobs/view/structure-engineer-at-high-art-el-handaseya-for-architecture-decoration-3869505293?position=7&pageNum=5&refId=oS1f9qTN4XMtVC0yRLVVCA%3D%3D&trackingId=5yPVCNGhl15NILDM%2BgxbsQ%3D%3D&trk=public_jobs_jserp-result_search-card,https://eg.linkedin.com/company/high-art-el-handaseya-for-architecture-decoration?trk=public_jobs_jserp-result_job-search-card-subtitle
77,5 days ago,Teacher of Arabic Language,King's School The Crown,"Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/teacher-of-arabic-language-at-king-s-school-the-crown-3877215545?position=8&pageNum=5&refId=oS1f9qTN4XMtVC0yRLVVCA%3D%3D&trackingId=%2F%2B%2FgD1fdQXWH5VfmP244Tw%3D%3D&trk=public_jobs_jserp-result_search-card,https://eg.linkedin.com/company/king-s-school-the-crown?trk=public_jobs_jserp-result_job-search-card-subtitle
78,2 weeks ago,Consultant - Beauty - Givenchy,Chalhoub Group,"Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/consultant-beauty-givenchy-at-chalhoub-group-3858980107?position=9&pageNum=5&refId=oS1f9qTN4XMtVC0yRLVVCA%3D%3D&trackingId=C1%2FoHULuLh4CswhpCNKfMQ%3D%3D&trk=public_jobs_jserp-result_search-card,https://ae.linkedin.com/company/chalhoubgroup?trk=public_jobs_jserp-result_job-search-card-subtitle
79,2 weeks ago,Production Controller,Shift EV,"6th of October, Al Jizah, Egypt",https://eg.linkedin.com/jobs/view/production-controller-at-shift-ev-3864620326?position=10&pageNum=5&refId=oS1f9qTN4XMtVC0yRLVVCA%3D%3D&trackingId=F6HhVmmn64dvLL938K9jRw%3D%3D&trk=public_jobs_jserp-result_search-card,https://eg.linkedin.com/company/shift-ev?trk=public_jobs_jserp-result_job-search-card-subtitle
80,1 month ago,Consultant - Fashion - Guess,Chalhoub Group,"Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/consultant-fashion-guess-at-chalhoub-group-3824836007?position=1&pageNum=7&refId=uqAvY6ayVY%2BkEYHwgcgJAw%3D%3D&trackingId=8BTDvgrF8bsbjhTtJKauzQ%3D%3D&trk=public_jobs_jserp-result_search-card,https://ae.linkedin.com/company/chalhoubgroup?trk=public_jobs_jserp-result_job-search-card-subtitle
81,4 weeks ago,Administration Associate- Front Desk,Chalhoub Group,"Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/administration-associate-front-desk-at-chalhoub-group-3832175203?position=2&pageNum=7&refId=uqAvY6ayVY%2BkEYHwgcgJAw%3D%3D&trackingId=clzAdBq4IVrk6XsG6WW7Pw%3D%3D&trk=public_jobs_jserp-result_search-card,https://ae.linkedin.com/company/chalhoubgroup?trk=public_jobs_jserp-result_job-search-card-subtitle
82,2 months ago,People & Culture Manager,Shift EV,"6th of October, Al Jizah, Egypt",https://eg.linkedin.com/jobs/view/people-culture-manager-at-shift-ev-3811161000?position=3&pageNum=7&refId=uqAvY6ayVY%2BkEYHwgcgJAw%3D%3D&trackingId=4t4qzaBKyvUNCrLhLJLEgg%3D%3D&trk=public_jobs_jserp-result_search-card,https://eg.linkedin.com/company/shift-ev?trk=public_jobs_jserp-result_job-search-card-subtitle
83,3 weeks ago,Spa Therapist - Waldorf Astoria Cairo Heliopolis,Hilton,"Qesm Heliopolis, Cairo, Egypt",https://eg.linkedin.com/jobs/view/spa-therapist-waldorf-astoria-cairo-heliopolis-at-hilton-3855392123?position=4&pageNum=7&refId=uqAvY6ayVY%2BkEYHwgcgJAw%3D%3D&trackingId=MMtSC4VQzOF%2FkZ6joxFAZg%3D%3D&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/hilton?trk=public_jobs_jserp-result_job-search-card-subtitle
84,1 month ago,Hotel Assistant Manager,Four Seasons Hotels and Resorts,"Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/hotel-assistant-manager-at-four-seasons-hotels-and-resorts-3845664083?position=5&pageNum=7&refId=uqAvY6ayVY%2BkEYHwgcgJAw%3D%3D&trackingId=pkyToW3zv9KiK1pDf4DDSQ%3D%3D&trk=public_jobs_jserp-result_search-card,https://ca.linkedin.com/company/four-seasons-hotels-and-resorts?trk=public_jobs_jserp-result_job-search-card-subtitle
85,2 weeks ago,Project Manager,Marriott International,"Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/project-manager-at-marriott-international-3840990884?position=6&pageNum=7&refId=uqAvY6ayVY%2BkEYHwgcgJAw%3D%3D&trackingId=E7ccOc0l7Et%2FMm2FifrVlA%3D%3D&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/marriott-international?trk=public_jobs_jserp-result_job-search-card-subtitle
86,2 weeks ago,Front Desk-Agent,Marriott International,"Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/front-desk-agent-at-marriott-international-3841302580?position=7&pageNum=7&refId=uqAvY6ayVY%2BkEYHwgcgJAw%3D%3D&trackingId=uwt56TFWeClvRxol4cTpug%3D%3D&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/marriott-international?trk=public_jobs_jserp-result_job-search-card-subtitle
87,2 weeks ago,Acquisition Specialist / Lead Management,Maven Success,"Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/acquisition-specialist-lead-management-at-maven-success-3863262913?position=8&pageNum=7&refId=uqAvY6ayVY%2BkEYHwgcgJAw%3D%3D&trackingId=tg48EbWwBplXHUDzWXwYGQ%3D%3D&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/maven-success?trk=public_jobs_jserp-result_job-search-card-subtitle
88,2 months ago,Junior- Mid Software Engineer,FlapKap,"Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/junior-mid-software-engineer-at-flapkap-3819770934?position=9&pageNum=7&refId=uqAvY6ayVY%2BkEYHwgcgJAw%3D%3D&trackingId=5C%2BARVsJauL5IdSSZqaHKQ%3D%3D&trk=public_jobs_jserp-result_search-card,https://ae.linkedin.com/company/flapkap?trk=public_jobs_jserp-result_job-search-card-subtitle
89,4 weeks ago,Accountant - Egypt,Chalhoub Group,"Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/accountant-egypt-at-chalhoub-group-3850568450?position=10&pageNum=7&refId=uqAvY6ayVY%2BkEYHwgcgJAw%3D%3D&trackingId=U%2BsMz0Knfq0f0wAoCgYI%2BQ%3D%3D&trk=public_jobs_jserp-result_search-card,https://ae.linkedin.com/company/chalhoubgroup?trk=public_jobs_jserp-result_job-search-card-subtitle
90,3 months ago,Senior Sales Consultant,YARDEX,"Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/senior-sales-consultant-at-yardex-3787918796?position=1&pageNum=10&refId=h5cdV43jYmGEzUSBczbKBw%3D%3D&trackingId=VowoQY3YSE3P2enJvBoK9g%3D%3D&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/yardex?trk=public_jobs_jserp-result_job-search-card-subtitle
91,1 month ago,Front-end Engineer,Rubikal,Egypt,https://eg.linkedin.com/jobs/view/front-end-engineer-at-rubikal-3837689446?position=2&pageNum=10&refId=h5cdV43jYmGEzUSBczbKBw%3D%3D&trackingId=Ho50aCkDdkt1OnebBbmsxA%3D%3D&trk=public_jobs_jserp-result_search-card,https://ae.linkedin.com/company/rubikal_llc?trk=public_jobs_jserp-result_job-search-card-subtitle
92,2 months ago,Receptionist,Allianz Partners,Egypt,https://eg.linkedin.com/jobs/view/receptionist-at-allianz-partners-3812191717?position=3&pageNum=10&refId=h5cdV43jYmGEzUSBczbKBw%3D%3D&trackingId=xmjZDrvNhd8b9WXX0qfVfQ%3D%3D&trk=public_jobs_jserp-result_search-card,https://fr.linkedin.com/company/allianz-partners?trk=public_jobs_jserp-result_job-search-card-subtitle
93,2 weeks ago,Human Resources Business Partner,Lafarge Egypt,"Cairo, Egypt",https://eg.linkedin.com/jobs/view/human-resources-business-partner-at-lafarge-egypt-3858576075?position=4&pageNum=10&refId=h5cdV43jYmGEzUSBczbKBw%3D%3D&trackingId=a1IEq60lTFpMMtTdro1wew%3D%3D&trk=public_jobs_jserp-result_search-card,https://eg.linkedin.com/company/lafargeegypt?trk=public_jobs_jserp-result_job-search-card-subtitle
94,2 months ago,Visual UI Designer,Canonical,"Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/visual-ui-designer-at-canonical-3804645061?position=5&pageNum=10&refId=h5cdV43jYmGEzUSBczbKBw%3D%3D&trackingId=u09ydzsf8Z5m4T%2BabAod7g%3D%3D&trk=public_jobs_jserp-result_search-card,https://uk.linkedin.com/company/canonical?trk=public_jobs_jserp-result_job-search-card-subtitle
95,2 months ago,Visual UI Designer,Canonical,"Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/visual-ui-designer-at-canonical-3804645068?position=6&pageNum=10&refId=h5cdV43jYmGEzUSBczbKBw%3D%3D&trackingId=3zrdwLYTyg%2BktVwwRa8%2F9g%3D%3D&trk=public_jobs_jserp-result_search-card,https://uk.linkedin.com/company/canonical?trk=public_jobs_jserp-result_job-search-card-subtitle
96,1 month ago,Teaching and Learning Assistant,King's School The Crown,"Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/teaching-and-learning-assistant-at-king-s-school-the-crown-3825017898?position=7&pageNum=10&refId=h5cdV43jYmGEzUSBczbKBw%3D%3D&trackingId=c7z5cMIS6Ejx1TRY2fnHQQ%3D%3D&trk=public_jobs_jserp-result_search-card,https://eg.linkedin.com/company/king-s-school-the-crown?trk=public_jobs_jserp-result_job-search-card-subtitle
97,2 weeks ago,FLS Specialist,Marriott International,"Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/fls-specialist-at-marriott-international-3845606811?position=8&pageNum=10&refId=h5cdV43jYmGEzUSBczbKBw%3D%3D&trackingId=uNaU4w3wCQoW8FkZ34KKHA%3D%3D&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/marriott-international?trk=public_jobs_jserp-result_job-search-card-subtitle
98,2 weeks ago,Commis-1st,Marriott International,"Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/commis-1st-at-marriott-international-3840990784?position=9&pageNum=10&refId=h5cdV43jYmGEzUSBczbKBw%3D%3D&trackingId=H0PN7nu%2FBarJjN%2FAtl4lGA%3D%3D&trk=public_jobs_jserp-result_search-card,https://www.linkedin.com/company/marriott-international?trk=public_jobs_jserp-result_job-search-card-subtitle
99,4 weeks ago,Sales Consultant - Cairo Airport Duty Free,Chalhoub Group,"Cairo, Cairo, Egypt",https://eg.linkedin.com/jobs/view/sales-consultant-cairo-airport-duty-free-at-chalhoub-group-3849551290?position=10&pageNum=10&refId=h5cdV43jYmGEzUSBczbKBw%3D%3D&trackingId=Vknmf%2FHCst1HdHXZ7mEo9g%3D%3D&trk=public_jobs_jserp-result_search-card,https://ae.linkedin.com/company/chalhoubgroup?trk=public_jobs_jserp-result_job-search-card-subtitle
